,Collected,Exp_type,Exp_ID,Exp_FTP,Pltf_ID,Pltf_FTP,Sample_desc,Exp_desc,Sample_ID,Sample_FTP,Sample_ORG,Sample_acc,Source,Sample_class
GSM3318414,Y,Expression profiling by high throughput sequencing,GSE119585,ftp.ncbi.nlm.nih.gov/geo/series/GSE119nnn/GSE119585,GPL22688,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL22nnn/GPL22688, H37Rv_2.45EMB_D1_rep4," Transcriptional Response of Mycobacterium tuberculosis H37Rv to Anti-TB drugs
(Submitter supplied) This SuperSeries is composed of the SubSeries listed below.",GSM3318414,dnf,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,SRX4505488,H37Rv Mycobacterium tuberculosis,Manually IDd non-viable
GSM3318412,Y,Expression profiling by high throughput sequencing,GSE119585,ftp.ncbi.nlm.nih.gov/geo/series/GSE119nnn/GSE119585,GPL22688,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL22nnn/GPL22688, H37Rv_2.45EMB_D1_rep3," Transcriptional Response of Mycobacterium tuberculosis H37Rv to Anti-TB drugs
(Submitter supplied) This SuperSeries is composed of the SubSeries listed below.",GSM3318412,dnf,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,SRX4505487,H37Rv Mycobacterium tuberculosis,Manually IDd non-viable
GSM3318410,Y,Expression profiling by high throughput sequencing,GSE119585,ftp.ncbi.nlm.nih.gov/geo/series/GSE119nnn/GSE119585,GPL22688,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL22nnn/GPL22688, H37Rv_2.45EMB_D1_rep2," Transcriptional Response of Mycobacterium tuberculosis H37Rv to Anti-TB drugs
(Submitter supplied) This SuperSeries is composed of the SubSeries listed below.",GSM3318410,dnf,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,SRX4505485,H37Rv Mycobacterium tuberculosis,Manually IDd non-viable
GSM3318408,Y,Expression profiling by high throughput sequencing,GSE119585,ftp.ncbi.nlm.nih.gov/geo/series/GSE119nnn/GSE119585,GPL22688,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL22nnn/GPL22688, H37Rv_2.45EMB_D1_rep1," Transcriptional Response of Mycobacterium tuberculosis H37Rv to Anti-TB drugs
(Submitter supplied) This SuperSeries is composed of the SubSeries listed below.",GSM3318408,dnf,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,SRX4505483,H37Rv Mycobacterium tuberculosis,Manually IDd non-viable
GSM3317357,Y,Expression profiling by high throughput sequencing,GSE119585,ftp.ncbi.nlm.nih.gov/geo/series/GSE119nnn/GSE119585,GPL22688,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL22nnn/GPL22688, H37Rv_176VER_D1_rep4," Transcriptional Response of Mycobacterium tuberculosis H37Rv to Anti-TB drugs
(Submitter supplied) This SuperSeries is composed of the SubSeries listed below.",GSM3317357,dnf,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,SRX4498338,H37Rv Mycobacterium tuberculosis,Manually IDd non-viable
GSM3317355,Y,Expression profiling by high throughput sequencing,GSE119585,ftp.ncbi.nlm.nih.gov/geo/series/GSE119nnn/GSE119585,GPL22688,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL22nnn/GPL22688, H37Rv_176VER_D1_rep3," Transcriptional Response of Mycobacterium tuberculosis H37Rv to Anti-TB drugs
(Submitter supplied) This SuperSeries is composed of the SubSeries listed below.",GSM3317355,dnf,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,SRX4498336,H37Rv Mycobacterium tuberculosis,Manually IDd non-viable
GSM3317352,Y,Expression profiling by high throughput sequencing,GSE119585,ftp.ncbi.nlm.nih.gov/geo/series/GSE119nnn/GSE119585,GPL22688,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL22nnn/GPL22688, H37Rv_176VER_D1_rep1," Transcriptional Response of Mycobacterium tuberculosis H37Rv to Anti-TB drugs
(Submitter supplied) This SuperSeries is composed of the SubSeries listed below.",GSM3317352,dnf,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,SRX4498333,H37Rv Mycobacterium tuberculosis,Manually IDd non-viable
GSM3317329,Y,Expression profiling by high throughput sequencing,GSE119585,ftp.ncbi.nlm.nih.gov/geo/series/GSE119nnn/GSE119585,GPL22688,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL22nnn/GPL22688, H37Rv_5.6SUT_D1_rep4," Transcriptional Response of Mycobacterium tuberculosis H37Rv to Anti-TB drugs
(Submitter supplied) This SuperSeries is composed of the SubSeries listed below.",GSM3317329,dnf,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,SRX4498323,H37Rv Mycobacterium tuberculosis,Manually IDd non-viable
GSM3317327,Y,Expression profiling by high throughput sequencing,GSE119585,ftp.ncbi.nlm.nih.gov/geo/series/GSE119nnn/GSE119585,GPL22688,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL22nnn/GPL22688, H37Rv_5.6SUT_D1_rep3," Transcriptional Response of Mycobacterium tuberculosis H37Rv to Anti-TB drugs
(Submitter supplied) This SuperSeries is composed of the SubSeries listed below.",GSM3317327,dnf,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,SRX4498321,H37Rv Mycobacterium tuberculosis,Manually IDd non-viable
GSM3317325,Y,Expression profiling by high throughput sequencing,GSE119585,ftp.ncbi.nlm.nih.gov/geo/series/GSE119nnn/GSE119585,GPL22688,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL22nnn/GPL22688, H37Rv_5.6SUT_D1_rep2," Transcriptional Response of Mycobacterium tuberculosis H37Rv to Anti-TB drugs
(Submitter supplied) This SuperSeries is composed of the SubSeries listed below.",GSM3317325,dnf,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,SRX4498319,H37Rv Mycobacterium tuberculosis,Manually IDd non-viable
GSM3317323,Y,Expression profiling by high throughput sequencing,GSE119585,ftp.ncbi.nlm.nih.gov/geo/series/GSE119nnn/GSE119585,GPL22688,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL22nnn/GPL22688, H37Rv_5.6SUT_D1_rep1," Transcriptional Response of Mycobacterium tuberculosis H37Rv to Anti-TB drugs
(Submitter supplied) This SuperSeries is composed of the SubSeries listed below.",GSM3317323,dnf,Mycobacterium tuberculosis; Mycobacterium tuberculosis H37Rv,SRX4498317,H37Rv Mycobacterium tuberculosis,Manually IDd non-viable
GSM310423,Y,Expression profiling by array,GSE12364,ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12364,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, Sample 1rev vancomycin treated 10XMIC 4 hrs," Global transcriptional response to vancomycin in Mycobacterium tuberculosis
(Submitter supplied) We characterized the variation of M. tuberculosis transcriptional profile in response to inhibitory and subhinibitory concentrations of vancomycin. ",GSM310423,dnf,Mycobacterium tuberculosis,dnf,H37Rv vancomycin treated culture (channel 1) H37Rv untreated culture (channel 2),Manually IDd non-viable
GSM310400,Y,Expression profiling by array,GSE12364,ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12364,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, Sample 1rev vancomycin treated 10XMIC 1 hr," Global transcriptional response to vancomycin in Mycobacterium tuberculosis
(Submitter supplied) We characterized the variation of M. tuberculosis transcriptional profile in response to inhibitory and subhinibitory concentrations of vancomycin. ",GSM310400,dnf,Mycobacterium tuberculosis,dnf,H37Rv vancomycin treated culture (channel 1) H37Rv untreated culture (channel 2),Manually IDd non-viable
GSM310422,Y,Expression profiling by array,GSE12364,ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12364,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, Sample 2 vancomycin treated 10XMIC 4 hrs," Global transcriptional response to vancomycin in Mycobacterium tuberculosis
(Submitter supplied) We characterized the variation of M. tuberculosis transcriptional profile in response to inhibitory and subhinibitory concentrations of vancomycin. ",GSM310422,dnf,Mycobacterium tuberculosis,dnf,H37Rv untreated culture (channel 1) H37Rv vancomycin treated culture (channel 2),Manually IDd non-viable
GSM310424,Y,Expression profiling by array,GSE12364,ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12364,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, Sample 2rev vancomycin treated 10XMIC 4 hrs," Global transcriptional response to vancomycin in Mycobacterium tuberculosis
(Submitter supplied) We characterized the variation of M. tuberculosis transcriptional profile in response to inhibitory and subhinibitory concentrations of vancomycin. ",GSM310424,dnf,Mycobacterium tuberculosis,dnf,H37Rv vancomycin treated culture (channel 1) H37Rv untreated culture (channel 2),Manually IDd non-viable
GSM310420,Y,Expression profiling by array,GSE12364,ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12364,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, Sample 2 vancomycin treated 10XMIC 1 hr," Global transcriptional response to vancomycin in Mycobacterium tuberculosis
(Submitter supplied) We characterized the variation of M. tuberculosis transcriptional profile in response to inhibitory and subhinibitory concentrations of vancomycin. ",GSM310420,dnf,Mycobacterium tuberculosis,dnf,H37Rv untreated culture (channel 1) H37Rv vancomycin treated culture (channel 2),Manually IDd non-viable
GSM310421,Y,Expression profiling by array,GSE12364,ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12364,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, Sample 1 vancomycin treated 10XMIC 4 hrs," Global transcriptional response to vancomycin in Mycobacterium tuberculosis
(Submitter supplied) We characterized the variation of M. tuberculosis transcriptional profile in response to inhibitory and subhinibitory concentrations of vancomycin. ",GSM310421,dnf,Mycobacterium tuberculosis,dnf,H37Rv untreated culture (channel 1) H37Rv vancomycin treated culture (channel 2),Manually IDd non-viable
GSM310403,Y,Expression profiling by array,GSE12364,ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12364,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, Sample 2rev vancomycin treated 10XMIC 1 hr," Global transcriptional response to vancomycin in Mycobacterium tuberculosis
(Submitter supplied) We characterized the variation of M. tuberculosis transcriptional profile in response to inhibitory and subhinibitory concentrations of vancomycin. ",GSM310403,dnf,Mycobacterium tuberculosis,dnf,H37Rv vancomycin treated culture (channel 1) H37Rv untreated culture (channel 2),Manually IDd non-viable
GSM310395,Y,Expression profiling by array,GSE12364,ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12364,GPL4057,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL4nnn/GPL4057, Sample 1 vancomycin treated 10XMIC 1 hr," Global transcriptional response to vancomycin in Mycobacterium tuberculosis
(Submitter supplied) We characterized the variation of M. tuberculosis transcriptional profile in response to inhibitory and subhinibitory concentrations of vancomycin. ",GSM310395,dnf,Mycobacterium tuberculosis,dnf,Mycobacterium tuberculosis H37Rv culture untreated (channel 1) H37Rv vancomycin treated culture (channel 2),Manually IDd non-viable
GSM28309,Y,Expression profiling by array,GSE1642,ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1642,GPL1343,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL1nnn/GPL1343," 0.1mM GSNO/10ug/mL menadione: DMSO, 6h ( mAdb expid=49331 )"," Transcriptional Responses of M. tuberculosis to inhibitors of metabolism
(Submitter supplied) Transcriptional profiling of M.tuberculosis was performed using 430 whole-genome microarrays to measure the effects of 75 different drugs, drug combinations or different growth conditions at various times relative to a sample of logarithmically growing MTb. Analysis of this data set revealed 150 underlying clusters of coordinately regulated genes as described in Boshoff et al., 2004. Keywords = Gene clusters Keywords = Mechanism of action Keywords = tuberculosis Keywords = antimycobacterial drugs Keywords = natural product Keywords = respiration Keywords: other",GSM28309,dnf,Mycobacterium tuberculosis H37Rv; Mycobacterium tuberculosis,dnf,GSNO/menadione (channel 1) DMSO (channel 2),Manually IDd non-viable
GSM27886,Y,Expression profiling by array,GSE1642,ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1642,GPL1396,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL1nnn/GPL1396, 0.12mg/mL PZA:pH5.6 (4h) ( mAdb expid=24115 )," Transcriptional Responses of M. tuberculosis to inhibitors of metabolism
(Submitter supplied) Transcriptional profiling of M.tuberculosis was performed using 430 whole-genome microarrays to measure the effects of 75 different drugs, drug combinations or different growth conditions at various times relative to a sample of logarithmically growing MTb. Analysis of this data set revealed 150 underlying clusters of coordinately regulated genes as described in Boshoff et al., 2004. Keywords = Gene clusters Keywords = Mechanism of action Keywords = tuberculosis Keywords = antimycobacterial drugs Keywords = natural product Keywords = respiration Keywords: other",GSM27886,dnf,Mycobacterium tuberculosis H37Rv; Mycobacterium tuberculosis,dnf,PZA (channel 1) ctrl (channel 2),Manually IDd non-viable
GSM27887,Y,Expression profiling by array,GSE1642,ftp.ncbi.nlm.nih.gov/geo/series/GSE1nnn/GSE1642,GPL1396,ftp.ncbi.nlm.nih.gov/geo/platforms/GPL1nnn/GPL1396, 1.2mg/mL PZA:pH5.6 (4h) ( mAdb expid=24116 )," Transcriptional Responses of M. tuberculosis to inhibitors of metabolism
(Submitter supplied) Transcriptional profiling of M.tuberculosis was performed using 430 whole-genome microarrays to measure the effects of 75 different drugs, drug combinations or different growth conditions at various times relative to a sample of logarithmically growing MTb. Analysis of this data set revealed 150 underlying clusters of coordinately regulated genes as described in Boshoff et al., 2004. Keywords = Gene clusters Keywords = Mechanism of action Keywords = tuberculosis Keywords = antimycobacterial drugs Keywords = natural product Keywords = respiration Keywords: other",GSM27887,dnf,Mycobacterium tuberculosis H37Rv; Mycobacterium tuberculosis,dnf,PZA (channel 1) ctrl (channel 2),Manually IDd non-viable
